country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
68000,68000040,高上里,H040000340,萊爾富國際股份有限公司楊梅店混合廁,桃園市楊梅區高上里幼獅路二段1-1號,萊爾富國際股份有限公司,24.930323,121.172397,特優級,商業營業場所,混合廁所,萊爾富國際股份有限公司,0
68000,68000010,三元里,H010001318,桃園區忠義公園無障礙廁所,桃園市桃園區三元街287巷與民光東路口,縣市政府,25.00920459,121.3227296,特優級,公園,無障礙廁所,桃園市桃園區公所公燈管理課,0
68000,68000010,三元里,H010001317,桃園區忠義公園女廁,桃園市桃園區三元街287巷與民光東路口,縣市政府,25.00904902,121.3228583,特優級,公園,女廁所,桃園市桃園區公所公燈管理課,0
68000,68000010,汴洲里,H010000248,桃園區中油健行加油加氣站女廁,桃園市桃園區健行路,縣市政府,25.022092,121.308812,特優級,商業營業場所,女廁所,台灣中油(股)公司,0
68000,68000010,汴洲里,H010000247,桃園區中油健行加油加氣站男廁,桃園市桃園區健行路,縣市政府,25.022092,121.308812,特優級,商業營業場所,男廁所,台灣中油(股)公司,0
68000,68000010,青溪里,H010000868,桃園區中油北基朝陽加油站女廁,桃園市桃園區三民路二段236號,縣市政府,25.000385,121.311214,優等級,商業營業場所,女廁所,台灣中油(股)公司,0
68000,68000010,青溪里,H010000867,桃園區中油北基朝陽加油站男廁,桃園市桃園區三民路二段236號,縣市政府,25.000385,121.311214,特優級,商業營業場所,男廁所,台灣中油(股)公司,0
68000,68000010,文中里,H010001081,桃園區中油全家宏加油站無障礙廁所,桃園市桃園區國際路二段,縣市政府,24.996547,121.288098,特優級,商業營業場所,無障礙廁所,全家宏加油站有限公司,0
68000,68000010,文中里,H010001080,桃園區中油全家宏加油站女廁,桃園市桃園區國際路二段,縣市政府,24.996547,121.288098,特優級,商業營業場所,女廁所,全家宏加油站有限公司,0
68000,68000010,文中里,H010001079,桃園區中油全家宏加油站男廁,桃園市桃園區國際路二段,縣市政府,24.996547,121.288098,特優級,商業營業場所,男廁所,全家宏加油站有限公司,0
